subjects,S,condition,R,rt
12,right,hangover,left,0.551061769
12,right,hangover,left,0.464042886
12,right,hangover,right,0.486251102
12,right,hangover,left,0.620670025
12,left,hangover,left,0.450776066
12,left,hangover,left,0.447963523
12,right,intoxicated,right,0.489740443
12,left,intoxicated,left,0.612419682
12,right,intoxicated,left,0.445986214
12,left,hangover,left,0.385973021
12,left,hangover,left,0.435619896
12,right,hangover,right,0.515591801
12,right,intoxicated,right,0.691519716
12,right,hangover,right,0.974689733
12,left,intoxicated,right,0.597932049
12,left,intoxicated,left,0.783091767
12,left,hangover,left,0.551900116
12,right,intoxicated,right,0.420417928
12,left,intoxicated,right,0.580663951
12,left,intoxicated,left,0.436636821
12,left,intoxicated,left,0.431381733
12,right,intoxicated,right,0.441950367
12,right,hangover,right,0.466869674
12,right,hangover,left,0.399581337
12,left,hangover,left,0.445885849
12,right,hangover,right,0.406667091
12,left,hangover,left,0.428655974
12,right,hangover,right,0.47704461
12,right,intoxicated,right,0.929842246
12,right,hangover,right,0.636251774
12,right,hangover,right,0.436500721
12,right,hangover,right,0.40161071
12,left,hangover,left,0.454477155
12,left,intoxicated,left,0.546717389
12,left,intoxicated,left,0.477346662
12,right,intoxicated,right,0.690141047
12,right,hangover,right,0.929313791
12,left,hangover,right,0.516687376
12,right,hangover,right,0.367030124
12,left,intoxicated,left,0.796087472
12,right,hangover,left,0.637770689
12,right,hangover,right,0.52247601
12,left,intoxicated,right,0.391542344
12,left,hangover,left,0.603680492
12,right,intoxicated,right,0.501176211
12,right,intoxicated,right,0.540982567
12,left,hangover,right,0.434910436
12,left,hangover,left,0.513322147
12,left,intoxicated,left,0.459105999
12,left,hangover,left,0.423878036
12,right,intoxicated,right,0.39378652
12,right,intoxicated,right,0.389495905
12,left,intoxicated,right,0.671278085
12,left,intoxicated,right,0.71202333
12,right,hangover,left,0.378703823
12,left,intoxicated,left,0.384814531
12,right,intoxicated,right,0.395684976
12,left,hangover,left,0.415524362
12,right,intoxicated,right,0.496333305
12,right,intoxicated,left,0.540104517
12,left,intoxicated,right,0.489496208
12,left,intoxicated,left,0.51217332
12,right,hangover,left,0.677156218
12,right,hangover,right,0.430341491
12,left,intoxicated,left,0.43196647
12,right,intoxicated,right,0.498697656
12,left,intoxicated,right,0.444738965
12,right,hangover,right,0.45492557
12,left,hangover,left,0.582438662
12,left,hangover,left,0.470442338
12,left,hangover,right,0.405514176
12,right,hangover,right,0.404856062
12,right,intoxicated,right,1.12283357
12,left,intoxicated,left,0.40877669
12,left,intoxicated,left,0.469361031
12,right,hangover,right,0.369560221
12,left,intoxicated,left,0.535775695
12,left,intoxicated,right,0.40662463
12,right,intoxicated,right,0.456379606
12,right,intoxicated,left,0.561068492
12,left,intoxicated,left,0.532413453
12,left,intoxicated,right,0.35925684
12,right,hangover,right,0.448598136
12,left,hangover,left,0.980655696
12,right,hangover,left,0.405389388
12,left,hangover,left,0.481929287
12,left,hangover,left,0.717700574
12,right,hangover,right,0.482702716
12,right,intoxicated,right,0.390731711
12,left,intoxicated,right,0.56422068
12,right,hangover,right,0.416226231
12,right,intoxicated,left,0.403325818
12,right,hangover,left,0.379265927
12,right,intoxicated,left,0.372083384
12,left,hangover,left,0.446351122
12,right,intoxicated,right,0.352554554
12,right,intoxicated,right,0.371053322
12,right,hangover,right,0.442414904
12,left,intoxicated,right,0.396986054
12,right,intoxicated,right,0.422198216
12,left,intoxicated,left,0.543953065
12,left,intoxicated,left,0.37613514
12,right,intoxicated,right,0.389517815
12,left,intoxicated,left,0.502704012
12,left,intoxicated,left,0.635789524
12,left,intoxicated,right,0.361716254
12,right,hangover,right,0.456220147
12,left,hangover,left,0.463529138
12,left,intoxicated,right,0.351254529
12,right,intoxicated,right,0.545198539
12,right,intoxicated,right,0.69009148
12,right,intoxicated,right,0.366153922
12,right,hangover,right,0.385630538
12,left,hangover,right,0.478651216
12,left,hangover,left,0.378902838
12,right,intoxicated,left,0.508450499
12,right,hangover,right,0.412258069
12,right,hangover,left,0.432856155
12,right,intoxicated,right,0.714274749
12,left,intoxicated,right,0.375357365
12,right,hangover,left,0.603674196
12,left,hangover,right,0.405765881
12,right,hangover,right,0.404279245
12,right,intoxicated,right,0.416001831
12,right,intoxicated,left,0.408826021
12,right,intoxicated,left,0.705241909
12,right,intoxicated,right,0.438237338
12,right,intoxicated,right,0.765412523
12,left,intoxicated,right,0.344909014
12,right,intoxicated,right,0.399547444
12,left,hangover,left,0.565312841
12,right,intoxicated,right,0.449448479
12,left,hangover,left,0.664038647
12,right,hangover,right,0.629552028
12,right,intoxicated,right,0.407215654
12,left,hangover,left,0.459247531
12,right,hangover,right,0.471137492
12,right,hangover,left,0.464339038
12,right,hangover,right,0.441202782
12,right,intoxicated,right,0.394981026
12,left,intoxicated,left,0.436234293
12,left,intoxicated,left,0.458922505
12,left,intoxicated,left,0.497211224
12,left,intoxicated,left,0.388010968
12,right,intoxicated,left,0.535708707
12,right,hangover,right,0.416533919
12,right,hangover,left,0.491012466
12,left,intoxicated,right,0.432376812
12,right,hangover,left,0.544629756
12,left,intoxicated,right,0.411440471
12,right,intoxicated,right,0.661732919
12,left,hangover,right,0.404878692
12,right,intoxicated,right,0.411482279
12,right,hangover,left,0.635540949
12,right,intoxicated,right,0.607917389
12,right,intoxicated,left,0.384429029
12,left,intoxicated,left,0.422500116
12,left,hangover,left,0.437800015
12,left,hangover,right,0.363125294
12,left,intoxicated,left,0.645031966
12,right,intoxicated,right,0.482142762
12,right,hangover,right,0.650478085
12,left,intoxicated,left,0.737575713
12,right,hangover,left,0.422364261
12,left,hangover,left,0.375865227
12,right,intoxicated,left,0.502756614
12,left,hangover,right,0.361089665
12,left,hangover,left,0.663055799
12,left,intoxicated,left,0.526203883
12,right,hangover,right,0.483947781
12,left,hangover,left,0.375627093
12,left,hangover,left,0.372565712
12,left,intoxicated,right,0.508253209
12,left,hangover,left,0.500592881
12,right,intoxicated,right,0.676615788
12,right,hangover,right,0.564630597
12,right,intoxicated,right,0.851531239
12,left,intoxicated,left,0.405157301
12,left,intoxicated,right,0.44092525
12,right,intoxicated,left,0.3549804
12,right,hangover,left,0.36455621
12,left,hangover,right,0.443372644
12,left,hangover,left,0.377148577
12,right,hangover,left,0.416513969
12,right,intoxicated,right,0.40944059
12,right,hangover,right,0.368010719
12,right,intoxicated,right,0.443320143
12,left,hangover,right,0.361753124
12,right,intoxicated,left,0.486991947
12,left,intoxicated,right,0.558425666
12,right,intoxicated,right,0.4318914
12,left,hangover,right,0.349170154
12,left,intoxicated,left,0.556957557
12,right,hangover,left,0.483582064
12,right,hangover,left,0.422299261
12,left,hangover,left,0.42463615
12,left,intoxicated,right,0.431343274
12,left,hangover,left,0.381030505
12,left,intoxicated,right,0.432359613
12,left,intoxicated,left,0.502297163
12,right,intoxicated,right,0.530508866
12,right,hangover,left,0.463126867
12,right,intoxicated,left,0.393902901
12,left,intoxicated,left,0.515079294
12,right,hangover,right,0.368990679
12,right,hangover,left,0.498006917
12,left,hangover,left,0.433590145
12,right,intoxicated,right,0.42557488
12,right,hangover,right,0.457986189
12,right,intoxicated,left,0.354462617
12,left,hangover,right,0.706746766
12,left,intoxicated,left,0.499992181
12,left,hangover,left,0.456558744
12,right,hangover,right,0.407759078
12,left,intoxicated,left,0.713933204
12,left,hangover,left,0.622895253
12,left,hangover,left,0.58100367
12,right,hangover,right,0.417644675
12,left,hangover,left,0.39607757
12,right,hangover,right,0.727444515
12,right,intoxicated,left,0.570941227
12,left,hangover,left,0.414003093
12,left,intoxicated,left,0.609832685
12,left,intoxicated,left,0.356214928
12,left,hangover,right,0.643715477
12,left,intoxicated,right,0.476068735
12,left,intoxicated,left,0.497945479
12,left,hangover,left,0.37415469
12,right,intoxicated,left,0.608090827
12,left,hangover,left,0.399094874
12,right,hangover,left,0.524269736
12,right,hangover,left,0.617775182
12,right,intoxicated,right,0.542034643
12,right,hangover,left,0.689043703
12,left,hangover,right,0.357292363
12,left,intoxicated,left,0.405928983
12,right,hangover,right,0.373241446
12,left,intoxicated,right,0.370163011
12,left,hangover,left,0.396775756
12,right,hangover,left,0.372686693
12,left,hangover,left,0.389745351
12,left,intoxicated,left,0.384857474
12,left,hangover,left,0.392177759
12,left,intoxicated,right,0.465617648
12,left,intoxicated,left,0.674994134
12,left,intoxicated,left,0.38526747
12,right,intoxicated,right,0.443256009
12,left,intoxicated,left,0.60147936
12,left,hangover,left,0.42302572
12,left,hangover,right,0.5570513
12,right,hangover,right,0.438931218
12,left,hangover,left,0.478207675
12,right,hangover,right,0.482660623
12,right,intoxicated,right,0.3858724
12,left,hangover,right,0.521513986
12,left,intoxicated,left,0.40106591
12,right,hangover,left,1.004292152
12,right,hangover,left,0.597598206
12,right,hangover,left,0.420381804
12,left,intoxicated,left,0.376600853
12,left,hangover,right,0.50574524
12,left,intoxicated,left,0.413981498
12,right,intoxicated,right,0.529171381
12,left,hangover,left,0.72256282
12,right,intoxicated,left,0.517932158
12,right,hangover,right,0.449015517
12,left,hangover,left,0.956787581
12,right,intoxicated,right,0.423585059
12,left,hangover,left,0.369794226
12,right,intoxicated,right,0.583494183
12,left,intoxicated,right,0.453519214
12,right,intoxicated,right,0.490646475
12,right,intoxicated,left,0.375199726
12,left,intoxicated,left,0.39548576
12,right,intoxicated,left,0.611608347
12,right,hangover,left,0.483403231
12,right,hangover,right,0.510938499
12,right,hangover,left,0.452188979
12,right,hangover,right,0.421452744
12,right,hangover,left,0.359764834
12,left,hangover,left,0.464141398
12,left,intoxicated,right,0.552535202
12,right,intoxicated,right,0.541459649
12,right,intoxicated,right,0.605690982
12,left,intoxicated,right,0.401076029
12,right,hangover,right,0.68220505
12,left,hangover,right,0.817109584
12,left,hangover,left,0.514640788
12,left,hangover,left,0.474298689
12,left,intoxicated,left,0.602912575
12,left,intoxicated,left,0.443592432
12,right,intoxicated,right,0.780033331
12,left,hangover,left,0.400759128
12,right,hangover,right,0.416237083
12,left,hangover,left,0.919834572
12,left,intoxicated,left,0.775177489
12,right,hangover,right,0.460416162
12,left,intoxicated,left,0.426707306
12,right,intoxicated,left,0.42788754
12,right,hangover,right,0.401383788
12,left,intoxicated,left,0.359080212
12,right,hangover,right,0.384522456
12,left,hangover,left,0.36935186
12,left,intoxicated,left,0.415544932
12,right,intoxicated,right,0.410511681
12,left,hangover,left,0.670479563
12,right,hangover,left,0.418248108
12,right,intoxicated,right,0.60555648
12,right,intoxicated,right,0.362694901
12,left,intoxicated,right,0.537029966
12,left,intoxicated,left,0.473284685
12,right,intoxicated,right,0.735921201
12,left,intoxicated,right,0.385038865
12,right,intoxicated,right,0.387402766
12,left,hangover,right,0.506476895
12,right,hangover,right,0.525194754
12,right,hangover,left,0.553307164
12,right,intoxicated,right,0.454456667
12,right,hangover,right,0.378937517
12,left,hangover,right,0.378416154
12,left,intoxicated,left,0.544389448
12,left,hangover,left,0.592843
12,right,hangover,left,0.442415495
12,left,hangover,left,0.450384484
12,right,intoxicated,right,0.467714865
12,right,hangover,left,0.554864573
12,left,intoxicated,left,0.58653112
12,left,intoxicated,left,0.666031607
12,right,hangover,left,0.719956157
12,left,hangover,left,0.451809402
12,right,intoxicated,right,0.381314027
12,left,intoxicated,right,0.400923026
12,right,hangover,right,0.391843326
12,right,intoxicated,left,0.384754759
12,right,intoxicated,left,0.368732882
12,left,hangover,left,0.450851494
12,right,hangover,right,0.401257017
12,right,intoxicated,right,1.159977409
12,left,intoxicated,left,0.509111518
12,right,intoxicated,right,0.411013186
12,left,intoxicated,left,0.605031657
12,right,intoxicated,right,0.357323256
12,left,hangover,right,0.36367472
12,right,intoxicated,right,0.667802255
12,left,hangover,left,0.669399858
12,left,hangover,left,0.352833395
12,left,intoxicated,left,0.53214309
12,right,hangover,right,0.488249618
12,right,hangover,left,0.43027375
12,right,hangover,right,0.460694969
12,right,hangover,left,0.459331018
12,left,intoxicated,right,0.685543445
12,right,intoxicated,left,0.49922533
12,left,hangover,right,0.498293743
12,right,hangover,right,0.379171124
12,right,hangover,left,0.559285736
12,right,hangover,right,0.481968431
12,right,hangover,left,0.51456382
12,right,intoxicated,left,0.554775478
12,right,hangover,right,0.375271143
12,right,intoxicated,right,0.965157506
12,right,hangover,left,0.441939527
12,right,intoxicated,left,0.512874281
12,left,intoxicated,left,0.537267718
12,left,intoxicated,left,0.493876656
12,right,intoxicated,right,0.611211087
12,right,hangover,left,0.644553457
12,left,hangover,left,0.428640086
12,left,hangover,left,0.516623029
12,left,hangover,right,0.671511142
12,right,intoxicated,right,0.381474521
12,right,intoxicated,right,0.455756582
12,left,intoxicated,left,0.400198199
12,right,hangover,left,0.407130368
12,left,hangover,right,0.431190986
12,left,hangover,right,0.457229509
12,left,hangover,left,0.420525454
12,right,intoxicated,left,0.455976604
12,left,hangover,left,0.577547713
12,left,intoxicated,right,0.385177403
12,left,hangover,left,0.360925734
12,right,hangover,right,0.420401187
